timestamp,regime,strategy,direction,confidence,kelly_mult,market_price,win_prob,entry_close,exit_close,bet_usdc,outcome,pnl,bankroll
2023-01-30 09:30 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.883,0.5,0.483,0.591,23181.34,23191.2,8.12,WIN,8.35,170.76
2023-01-30 09:45 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.838,0.5,0.496,0.587,23191.2,23255.52,7.36,WIN,7.18,177.94
2023-01-30 21:00 UTC,TRENDING_BEAR,TREND_VWAP+ORB,UP,0.9,1.0,0.506,0.592,22768.12,22761.96,8.9,LOSS,-8.9,169.04
2023-01-31 21:30 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.955,0.5,0.486,0.596,22875.6,22948.69,8.45,WIN,8.58,177.62
2023-01-31 21:45 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.681,0.5,0.518,0.574,22948.69,22919.59,4.79,LOSS,-4.79,172.83
2023-01-31 22:00 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.827,0.5,0.506,0.586,22919.59,22900.62,6.64,LOSS,-6.64,166.19
2023-02-01 08:30 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.838,0.5,0.485,0.587,22992.28,22982.03,7.91,LOSS,-7.91,158.28
2023-02-05 12:45 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,1.0,0.5,0.515,0.6,23170.56,23090.66,6.59,LOSS,-6.59,151.69
2023-02-06 22:00 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.766,0.5,0.515,0.581,22867.68,22885.37,4.84,WIN,4.38,156.07
2023-02-06 23:00 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.909,0.5,0.499,0.593,22735.15,22720.7,6.98,LOSS,-6.98,149.09
2023-02-06 23:15 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.865,0.5,0.512,0.589,22720.7,22753.03,5.57,WIN,5.1,154.19
2023-02-07 15:15 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.628,0.5,0.494,0.57,22904.64,22946.91,5.48,WIN,5.39,159.58
2023-02-07 15:45 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.558,0.5,0.485,0.565,22904.89,22925.33,5.84,WIN,5.96,165.54
2023-02-09 20:30 UTC,TRENDING_BEAR,TREND_VWAP+ORB,UP,0.9,1.0,0.511,0.592,22042.57,21994.21,8.28,LOSS,-8.28,157.26
2023-02-12 21:30 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.958,0.5,0.486,0.597,21797.05,21738.38,7.86,LOSS,-7.86,149.4
2023-02-12 21:45 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.924,0.5,0.497,0.594,21738.38,21710.5,6.89,LOSS,-6.89,142.51
2023-02-12 22:00 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.884,0.5,0.482,0.591,21710.5,21791.05,7.13,WIN,7.36,149.87
2023-02-14 14:00 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.883,0.5,0.501,0.591,21644.01,21609.92,6.42,LOSS,-6.42,143.45
2023-02-14 14:15 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.883,0.5,0.516,0.591,21609.92,21717.33,5.21,WIN,4.69,148.14
2023-02-16 12:00 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.855,0.5,0.488,0.588,24471.16,24512.84,6.97,WIN,7.02,155.16
2023-02-16 20:15 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.942,0.5,0.497,0.595,24473.92,24553.81,7.27,WIN,7.07,162.23
2023-02-16 20:30 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.753,0.5,0.508,0.58,24553.81,24565.36,5.6,WIN,5.21,167.44
2023-02-16 22:30 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.851,0.5,0.49,0.588,24114.37,23994.76,7.72,LOSS,-7.72,159.72
2023-02-16 22:45 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.848,0.5,0.489,0.588,23994.76,24061.66,7.41,WIN,7.44,167.16
2023-02-18 07:45 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.851,0.5,0.508,0.588,24519.01,24488.83,6.44,LOSS,-6.44,160.72
2023-02-18 08:00 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.881,0.5,0.502,0.59,24488.83,24550.65,6.8,WIN,6.48,167.2
2023-02-18 10:45 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.754,0.5,0.493,0.58,24456.81,24485.78,6.85,WIN,6.77,173.97
2023-02-19 17:45 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.709,0.5,0.488,0.577,24361.74,24350.2,7.18,LOSS,-7.18,166.79
2023-02-21 08:45 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.837,0.5,0.498,0.587,24689.23,24657.51,7.04,LOSS,-7.04,159.75
2023-02-21 09:00 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.849,0.5,0.481,0.588,24657.51,24720.29,7.92,WIN,8.21,167.96
2023-02-23 09:45 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.725,0.5,0.512,0.578,24282.42,24246.34,5.3,LOSS,-5.3,162.66
2023-02-23 10:00 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.798,0.5,0.485,0.584,24246.34,24310.36,7.48,WIN,7.63,170.29
2023-02-23 11:15 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.974,0.5,0.503,0.598,23865.59,23783.3,7.78,LOSS,-7.78,162.51
2023-02-23 11:30 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.912,0.5,0.503,0.593,23783.3,23780.2,7.02,LOSS,-7.02,155.49
2023-02-23 11:45 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.859,0.5,0.508,0.589,23780.2,23747.33,6.04,LOSS,-6.04,149.45
2023-02-23 12:00 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.835,0.5,0.487,0.587,23747.33,23824.84,6.97,WIN,7.05,156.5
2023-02-27 05:45 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.857,0.5,0.489,0.589,23391.52,23420.13,7.31,WIN,7.34,163.84
2023-02-28 21:30 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.825,0.5,0.502,0.586,23090.74,23139.89,6.56,WIN,6.25,170.09
2023-03-01 19:45 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.995,0.5,0.494,0.6,23355.14,23432.68,8.5,WIN,8.36,178.45
2023-03-01 20:00 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.857,0.5,0.508,0.589,23432.68,23415.0,6.92,LOSS,-6.92,171.53
2023-03-01 20:15 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.835,0.5,0.502,0.587,23415.0,23435.32,6.94,WIN,6.61,178.14
2023-03-06 19:15 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.701,0.5,0.481,0.576,22404.37,22384.92,7.8,LOSS,-7.8,170.34
2023-03-06 19:30 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.857,0.5,0.48,0.589,22384.92,22393.35,8.52,WIN,8.87,179.21
2023-03-11 07:00 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.716,0.5,0.49,0.577,20224.78,20197.34,7.3,LOSS,-7.3,171.91
2023-03-11 07:15 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.735,0.5,0.483,0.579,20197.34,19927.85,7.62,LOSS,-7.62,164.29
2023-03-11 07:30 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.953,0.5,0.492,0.596,19927.85,19850.81,8.1,LOSS,-8.1,156.19
2023-03-11 07:45 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.911,0.5,0.481,0.593,19850.81,19892.52,7.81,WIN,8.09,164.28
2023-03-11 08:00 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.843,0.5,0.517,0.587,19892.52,19958.13,5.62,WIN,5.04,169.32
2023-03-13 08:45 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.736,0.5,0.499,0.579,22191.1,22214.66,6.39,WIN,6.16,175.48
2023-03-13 09:00 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.688,0.5,0.482,0.575,22214.66,22044.0,7.53,LOSS,-7.53,167.95
2023-03-14 18:45 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.92,0.5,0.518,0.594,24990.18,24606.37,6.21,LOSS,-6.21,161.74
2023-03-14 19:00 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.923,0.5,0.484,0.594,24606.37,24483.73,8.09,LOSS,-8.09,153.65
2023-03-14 19:15 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.882,0.5,0.51,0.591,24483.73,24577.65,5.98,WIN,5.52,159.17
2023-03-14 19:30 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.828,0.5,0.494,0.586,24577.65,25054.15,6.93,WIN,6.82,165.99
2023-03-18 08:00 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.745,0.5,0.52,0.58,27123.16,27245.72,4.77,WIN,4.23,170.22
2023-03-20 01:00 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.77,0.5,0.493,0.582,27754.0,27755.72,7.09,WIN,7.0,177.22
2023-03-20 01:45 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.828,0.5,0.49,0.586,27675.84,27738.72,8.0,WIN,8.0,185.22
2023-03-20 02:30 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.892,0.5,0.506,0.591,27302.3,27434.91,7.61,WIN,7.14,192.36
2023-03-20 13:45 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.789,0.5,0.503,0.583,27822.73,27936.88,7.34,WIN,6.97,199.33
2023-03-20 15:45 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.831,0.5,0.492,0.586,27694.46,27609.66,8.86,LOSS,-8.86,190.47
2023-03-20 16:00 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.857,0.5,0.513,0.589,27609.66,27642.91,6.97,WIN,6.36,196.83
2023-03-20 23:30 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.754,0.5,0.511,0.58,27628.54,27717.01,6.54,WIN,6.01,202.84
2023-03-22 07:30 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.589,0.5,0.506,0.567,28078.65,28103.69,5.82,WIN,5.46,208.3
2023-03-22 18:30 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.73,0.5,0.484,0.578,28209.24,28027.99,9.11,LOSS,-9.11,199.19
2023-03-22 18:45 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.895,0.5,0.48,0.592,28027.99,27415.16,9.96,LOSS,-9.96,189.23
2023-03-22 19:00 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.966,0.5,0.508,0.597,27415.16,27550.76,8.19,WIN,7.62,196.85
2023-03-22 19:15 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.865,0.5,0.503,0.589,27550.76,27141.2,8.12,LOSS,-8.12,188.73
2023-03-22 20:15 UTC,TRENDING_BEAR,TREND_VWAP+ORB,UP,0.9,1.0,0.507,0.592,27100.01,27127.41,9.44,WIN,8.82,197.55
2023-03-23 13:00 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.83,0.5,0.492,0.586,27419.74,27358.05,8.78,LOSS,-8.78,188.77
2023-03-23 13:15 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.875,0.5,0.495,0.59,27358.05,27369.21,8.49,WIN,8.32,197.09
2023-03-23 13:30 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.829,0.5,0.481,0.586,27369.21,27369.0,9.62,LOSS,-9.62,187.47
2023-03-24 04:45 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.794,0.5,0.495,0.584,28130.41,28204.3,7.83,WIN,7.67,195.14
2023-03-24 08:30 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.751,0.5,0.494,0.58,28061.4,28034.37,7.9,LOSS,-7.9,187.24
2023-03-24 08:45 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.822,0.5,0.518,0.586,28034.37,28028.01,6.16,LOSS,-6.16,181.08
2023-03-24 09:00 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.834,0.5,0.513,0.587,28028.01,28187.73,6.45,WIN,5.88,186.96
2023-03-27 05:45 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.82,0.5,0.509,0.586,27715.18,27750.86,6.89,WIN,6.38,193.34
2023-03-27 06:00 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.64,0.5,0.488,0.571,27750.86,27780.61,7.46,WIN,7.52,200.86
2023-03-30 14:00 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.987,0.5,0.519,0.599,28263.73,28400.03,7.91,WIN,7.04,207.9
2023-04-03 14:45 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.845,0.5,0.489,0.588,27995.04,27961.69,9.61,LOSS,-9.61,198.29
2023-04-03 15:00 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.846,0.5,0.508,0.588,27961.69,28074.85,7.6,WIN,7.07,205.36
2023-04-03 20:00 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.883,0.5,0.517,0.591,27712.99,27757.8,7.37,WIN,6.61,211.97
2023-04-03 20:45 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.876,0.5,0.504,0.59,27582.78,27427.09,8.75,LOSS,-8.75,203.22
2023-04-04 15:15 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.866,0.5,0.509,0.589,28004.34,28050.0,7.87,WIN,7.29,210.51
2023-04-05 13:30 UTC,SIDEWAYS,SIDE_BB+VWAP+RSI,UP,0.826,0.5,0.513,0.586,28384.81,28404.58,7.43,WIN,6.78,217.29
